OBJECTID,ABBREV,PERIOD,EPOCH,FORMATION,GROUP_,TOT_THICK_M,COLOR,LITH1,LITH2,LITH3,LITH4,GENESIS1,GENESIS2,GENESIS3,GENESIS4,SHAPE.AREA,SHAPE.LEN
208,Tg,Tertiary,Eocene or Paleocene,Golden Valley Formation, ,80,Yellowish Brown;white / yellow,"micaceous sandstone, sand, silt, clay","clay, silt, sand", , ,fluvial,Weathering zone developed on Ts, , ,0.000150018680825632,0.0555069804034643
196,Tg,Tertiary,Eocene or Paleocene,Golden Valley Formation, ,80,Yellowish Brown;white / yellow,"micaceous sandstone, sand, silt, clay","clay, silt, sand", , ,fluvial,Weathering zone developed on Ts, , ,0.000491205221069312,0.08940095618419801
43,Kn,Cretaceous,Upper Cretaceous,Niobrara Formation, ,75,light brown to dark gray,calcareous shale, , , ,marine offshore, , , ,0.0012611143149660502,0.262972895044649
190,Tg,Tertiary,Eocene or Paleocene,Golden Valley, ,80,Yellowish Brown;white / yellow,"micaceous sandstone, sand, silt, clay","clay, silt, sand", , ,fluvial,Weathering zone developed on Ts, , ,0.000225049455039236,0.0637197113206771
18,Kb,Upper Cretaceous,Lower to Upper Cretaceous,Belle Fourche, ,105,Medium - Dark Gray,silty to sandy shale, , , ,marine offshore, , , ,0.29165314441188306,4.9377860442106
90,Kh,Cretaceous,Upper Cretaceous,Hell Creek Formation, ,150,gray,"sand, silt, clay, and sandstone", , , ,river, , , ,0.051803426668415406,1.45686603240825
53,Ts,Tertiary,Paleocene,Sentinel Butte Formation, ,200,grayish-brown,"silt, sand, clay, sandstone, and lignite", , , ,"river, lake, swamp", , , ,0.0153320000048023,0.56178173421061
13,Tc,Tertiary,Paleocene,Cannonball Formation, ,150,olive brown,"sand, shale, sandstone", , , ,marine shoreline and offshore, , , ,0.0342024314757208,1.13019625914896
35,Tc,Tertiary,Paleocene,Cannonball Formation, ,150,olive brown,"sand, shale, sandstone", , , ,"marine shoreline, offshore", , , ,0.00721596472755853,0.343237161652819
116,Kp,Cretaceous,Upper Cretaceous,Pierre Formation, ,700,dark gray,shale, , , ,marine offshore, , , ,0.021134509712417402,1.02488348755203
52,Ts,Tertiary,Paleocene,Sentinel Butte Formation, ,200,grayish-brown,"silt, sand, clay, sandstone, and lignite", , , ,"river, lake, swamp", , , ,0.000647759405589568,0.153359631915648
165,Tw,Tertiary,Oligocene,Brule and Chadron,White River,80,pinkish; light colored,"siltstone, clay, and sand",sand with quartzite and porphyry pebbles,overlain by dark clay, ,river and lake,river and lake, , ,0.00195326770723226,0.235725135243945
19,Ju,Jurassic,Undifferentiated Jurassic,Undifferentiated Jurassic sediments, ,180,"dark gray, greenish, varicolor",shale w/ local limestone (Swift & Rierdo, , , ,mainly nearshore marine, , , ,0.17390624381462902,3.1752033860064697
49,Ts,Tertiary,Paleocene,Sentinel Butte Formation, ,200,grayish-brown,"silt, sand, clay, sandstone and lignite", , , ,"river, lake, and swamp", , , ,0.0008986232523880961,0.141251551862239
47,Kp,Cretaceous,Upper Cretaceous,Pierre Formation, ,700,dark gray,shale, , , ,marine offshore, , , ,0.00508196456635488,0.343310429293042
124,Kf,Cretaceous,Upper Cretaceous,Fox Hills Formation, ,120,olive brown,"sand, shale, and sandstone", , , ,marine shoreline and offshore, , , ,0.00139282614384691,0.18092192916685101
203,Tg,Tertiary,Eocene or Paleocene,Golden Valley Formation, ,80,Yellowish Brown;white / yellow,"micaceous sandstone, sand, silt, clay","clay, silt, sand", , ,fluvial,Weathering zone developed on Ts, , ,0.0041095483703984794,0.529193062043457
191,Tg,Tertiary,Eocene or Paleocene,Golden Valley Formation, ,80,Yellowish Brown;white / yellow,"micaceous sandstone, sand, silt, clay","clay, silt, or sand", , ,fluvial,Weathering zone developed on Ts, , ,0.000246364461267112,0.0644697381932131
60,Tc,Tertiary,Paleocene,Cannonball Formation, ,150,olive brown,"sand, shale, sandstone", , , ,marine shoreline and offshore, , , ,0.0036194004100117104,0.28607033280385896
201,Tg,Tertiary,Eocene or Paleocene,Golden Valley Formation, ,80,Yellowish Brown;white / yellow,"micaceous sandstone, sand, silt, clay","clay, silt, sand", , ,fluvial,Weathering zone developed on Ts, , ,0.014740214467671,0.834245628001769
82,Tc,Tertiary,Paleocene,Cannonball Formation, ,150,olive brown,"sand, shale, sandstone", , , ,marine shoreline and offshore, , , ,0.035603807366536,1.15263384839962
241,Tg,Tertiary,Eocene and Paleocene,Golden Valley Formation, ,80,Yellowish Brown;white / yellow,"micaceous sandstone, sand, silt, clay","clay, silt, sand", , ,fluvial,Weathering zone developed on Ts, , ,0.000411695591265536,0.0833747227310723
159,Tw,Tertiary,Oligocene,Brule and Chadron Formations,White River,80,pinkish; light colored,"siltstone, clay, and sand",sand with quartzite and porphyry pebbles,overlain by dark clay, ,river and lake,river and lake, , ,0.0005285219667678399,0.10113578640878201
176,Tg,Tertiary,Eocene and Paleocene,Golden Valley Formation, ,80,Yellowish Brown;white / yellow,"micaceous sandstone, sand, silt, and cla","clay, silt, and sand", , ,fluvial,Weathering zone developed on Ts, , ,0.000133946605277928,0.0469082563003941
218,Tg,Tertiary,Eocene or Paleocene,Golden Valley Formation, ,80,Yellowish Brown;white / yellow,"micaceous sandstone, sand, silt, clay","clay, silt, sand", , ,fluvial,Weathering zone developed on Ts, , ,0.00015587982972547202,0.047202518722071006
238,Tg,Tertiary,Eocene or Paleocene,Golden Valley Formation, ,80,Yellowish Brown;white / yellow,"micaceous sandstone, sand, silt, clay","clay, silt, sand", , ,fluvial,Weathering zone developed on Ts, , ,0.000577529936394752,0.105469847529741
66,Ts,Tertiary,Paleocene,Sentinel Butte Formation, ,200,grayish brown,"silt, sand, clay, sandstone, and lignite", , , ,"river, lake, swamp", , , ,0.0008355348000312961,0.14146979051036102
97,Kf,Cretaceous,Upper Cretaceous,Fox Hills Formation, ,120,olive brown,"sand, shale, sandstone", , , ,marine shoreline and offshore, , , ,0.000857772202687584,0.119721932688095
26,Ts,Tertiary,Palocene,Sentinel Butte Formation, ,200,grayish-brown,"silt, sand, clay, sandstone, and lignite", , , ,"river, lake, and swamp", , , ,4.4847864722357,42.346960408509595
223,Tg,Tertiary,Eocene or Paleocene,Golden Valley Formation, ,80,Yellowish Brown;white / yellow,"micaceous sandstone, sand, silt, clay","clay, silt, sand", , ,fluvial,Weathering zone developed on Ts, , ,0.00095668037319424,0.13082287435030301
185,Tg,Tertiary,Eocene or Paleocene,Golden Valley Formation, ,80,Yellowish Brown;white / yellow,"micaceous sandstone, sand, silt, clay","clay, silt, sand", , ,fluvial,Weathering zone developed on Ts, , ,0.00111746492736378,0.158547269465143
168,Tg,Tertiary,Eocene and Paleocene,Golden Valley Formation, ,80,Yellowish Brown;white / yellow,"micaceous sandstone, sand, silt and clay","clay, silt and sand", , ,fluvial sediment,Weathering zone developed on Ts, , ,0.000981633532891952,0.124671451775762
104,Tb,Tertiary,Paleocene,Bullion Creek Formation, ,200,yellowish brown,"silt, sand, clay, sandstone, and lignite", , , ,"river, lake, swamp", , , ,0.000414981924000544,0.09410919479728
42,Kh,Cretaceous,Upper Cretaceous,Hell Creek Formation, ,150,gray,"sand, silt, clay, and sandstone", , , ,river, , , ,0.019553880769792198,0.818511967629325
115,Kf,Cretaceous,Upper Cretaceous,Fox Hills Formation, ,120,olive brown,"sand, shale, and sandstone", , , ,marine shoreline and offshore, , , ,0.021139304745342098,1.67239894399483
