OBJECTID,SITE_NO,LAN_FA_TY,LOCID,EFF_DATE,FAA_REGION,FAA_DISTRI,FAA_ST,STATE_NAME,COUNTY_NAM,COUNTY_ST,CITY_NAME,FULLNAME,OWNER_TYPE,FAC_USE,FAC_CYSTZP,ELEV,AERO_CHART,CBD_DIST,CBD_DIR,ACT_DATE,CERT_TYPE,FED_AGREE,INTERNATIO,CUST_LNDG,JOINT_USE,MIL_LNDG_R,MIL_INT,CNTL_TWR,S_ENG_GA,M_ENG_GA,JET_EN_GA,HELICOPTER,OPER_GLIDE,OPER_MIL,ULTRALIGHT,COMM_SERV,AIR_TAXI,LOCAL_OPS_,ITIN_OPS_G,MIL_OPS,LATITUDE,LONGITUDE,STFIPS,ST_POSTAL,CY_05_ENP,VERSION
13,17247.51*A,AIRPORT,1ND4,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,ARGUSVILLE,WALKINSHAW,PR,PR,"ARGUSVILLE, ND 58005",900,TWIN CITIES,03,W, , , , , , , , ,N,013,001, , , , , , , ,004000,000020, ,47.0583061111,-97.01702944440001,38,ND,0,10
260,17462.35*A,AIRPORT,NA07,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BOTTINEAU,ND,SOURIS,KORNKVEN AIRSTRIP,PR,PR,"SOURIS, ND 58783",1505,TWIN CITIES,02,S, , , , , , , , ,N,001, , , , , , , , , , , ,48.886404166700004,-100.6951494444,38,ND,0,10
58,17285.752*A,AIRPORT,8ND6,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,CHAFFEE,J VINING,PR,PR,"LEONARD, ND 58052",1025,TWIN CITIES,05,SW, , , , , , , , ,N,001, , , , , , , , , , , ,46.7127508333,-97.3909261111,38,ND,0,10
91,17324.*A,AIRPORT,NA33,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,PIERCE,ND,ESMOND,RIPPLINGER STRIP,PR,PR,"ESMOND, ND 58332",1600,TWIN CITIES,07,SW,04/1982, , , , , , , ,N,001, , , , , , , , , , , ,48.0011158333,-99.9259638889,38,ND,0,10
98,17329.*A,AIRPORT,D24,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WELLS,ND,FESSENDEN,FESSENDEN MUNI,PU,PU,"FESSENDEN, ND 58438",1619,TWIN CITIES,03,NW,01/1987, , , , , , , ,N,001, , , , , , , ,000010,000800,000300, ,47.6597238889,-99.6609555556,38,ND,0,10
32,17265.05*H,HELIPORT,ND30,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BURLEIGH,ND,BISMARCK,MEDCENTER ONE HOSPITAL MED-I-PORT,PR,PR,"BISMARCK, ND 58501",1705,TWIN CITIES,00,N,03/1993, , , , , , , ,N, , , , , , , , , , , , ,46.808048888900004,-100.7831836111,38,ND,0,10
160,17378.*A,AIRPORT,5K9,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,LA MOURE,ND,KULM,PRUETZ MUNI,PU,PU,"KULM, ND 58456",1982,TWIN CITIES,01,S, , , ,N,N, , , ,N,002, , , , , , , , ,000030,000010, ,46.288858611100004,-98.9420511111,38,ND,0,10
215,17430.93*A,AIRPORT,6NA6,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC HENRY,ND,NEWBURG,MARSH BROTHERS AIRSTRIP,PR,PR,"NEWBURG, ND 58762",1481,BILLINGS,07,SW,12/1985, , , , , , , ,N,001, , , , , , , , , , , ,48.6191858333,-100.9784863889,38,ND,0,10
219,17433.*A,AIRPORT,8J7,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,EDDY,ND,NEW ROCKFORD,TOMLINSON FIELD,PU,PU,"NEW ROCKFORD, ND 58356",1533,TWIN CITIES,01,N, , ,1,N,N,N,N, ,N,004, , , , , , , ,000050,000600,000300,000010,47.696387222199995,-99.1312286111,38,ND,0,10
159,17374.03*A,AIRPORT,57ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,RICHLAND,ND,KINDRED,ODEGAARD,PR,PR,"KINDRED, ND 58051",1020,TWIN CITIES,03,SW, , , , , , , , ,N, ,001, , , , , , , , , , ,46.6082997222,-97.0595325,38,ND,0,10
94,17328.01*H,HELIPORT,ND48,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,FARGO,ST. LUKE'S HOSPITAL,PR,PR,"FARGO, ND 58122",975,TWIN CITIES,01,S,03/1993, , , , , , , ,N, , , ,001, , , , , , , , ,46.883575,-96.7856363889,38,ND,0,10
265,17465.2*A,AIRPORT,ND41,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,EMMONS,ND,STRASBURG,VOLLER,PR,PR,"STRASBURG, ND 58573",1900,TWIN CITIES,20,E,11/1988, , , , , , , ,N,001, , , , , , , , , , , ,46.1347111111,-100.1131697222,38,ND,0,10
303,17496.1*A,AIRPORT,ISN,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WILLIAMS,ND,WILLISTON,SLOULIN FLD INTL,PU,PU,"WILLISTON, ND 58801",1982,BILLINGS,02,N, ,II A S 05/1976,NGY,Y,N,N,Y, ,N,033,002, , , , , , ,008100,011000,003650,000010,48.177938611100004,-103.6423466667,38,ND,5569,10
52,17285.*A,AIRPORT,2C8,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,PEMBINA,ND,CAVALIER,CAVALIER MUNI,PU,PU,"CAVALIER, ND 58220",892,TWIN CITIES,01,SW, , ,NGY,N,N,N,N, ,N,013, , , ,001, , , ,000100,002000,000600,000050,48.7838388889,-97.6319305556,38,ND,0,10
279,17470.6*A,AIRPORT,91N,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC LEAN,ND,TURTLE LAKE,TURTLE LAKE MUNI,PU,PU,"TURTLE LAKE, ND 58575",1910,TWIN CITIES,01,SW,05/1987, , , , , , , ,N,002,001, , , , , , ,000010,000500,000200, ,47.5094419444,-100.9159772222,38,ND,0,10
270,17468.02*A,AIRPORT,75ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,STARK,ND,TAYLOR,JURGENS AIRSTRIP,PR,PR,"TAYLOR, ND 58656-8904",2370,BILLINGS,03,W, , , , , , , , ,N,001, , , , , , , , , , , ,46.9075066667,-102.4912922222,38,ND,0,10
263,17463.61*A,AIRPORT,NA10,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,TOWNER,ND,STARKWEATHER,ANDERSON PRIVATE,PR,PR,"STARKWEATHER, ND 58377",1460,TWIN CITIES,08,SW, , , , , , , , ,N,003, , , , , , , , , , , ,48.380558888900005,-99.0337444444,38,ND,0,10
102,17334.01*A,AIRPORT,6ND2,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,DICKEY,ND,FULLERTON,LARSON,PR,PR,"FULLERTON, ND 58441-9719",1442,TWIN CITIES,06,N, , , , , , , , ,N, , , , , , , , , , , , ,46.2588558333,-98.38787694439999,38,ND,0,10
112,17343.22*A,AIRPORT,0NA9,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,GOLDEN VALLEY,ND,GOLVA,BOYD'S TURF,PR,PR,"SENTINEL BUTTE, ND 58654",2750,BILLINGS,09,NE,04/1983, , , , , , , ,N, , , , , , , , , , , , ,46.7500127778,-103.8010325,38,ND,0,10
230,17441.61*A,AIRPORT,97ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WALSH,ND,PARK RIVER,WALSER STRIP,PR,PR,"PARK RIVER, ND 58270",960,TWIN CITIES,03,NE, , , , , , , , ,N,001, , , , , , , , , , , ,48.4308261111,-97.7081433333,38,ND,0,10
103,17335.66*A,AIRPORT,9G9,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,LOGAN,ND,GACKLE,GACKLE MUNI,PU,PU,"GACKLE, ND 58442",1904,TWIN CITIES,01,SW, , , ,N,N, , , ,N, , , , , , , , , , ,000020, ,46.6166441667,-99.1670541667,38,ND,0,10
172,17391.3*A,AIRPORT,ND98,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BURLEIGH,ND,LINCOLN,CLOUD NINE,PR,PR,"BISMARCK, ND 58504",1830,TWIN CITIES,02,E,05/1998, , , , , , , ,N, , , , , , , , , , , , ,46.7608333333,-100.65527777780001,38,ND,0,10
252,17457.61*A,AIRPORT,ND36,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,PEMBINA,ND,ST THOMAS,DON'S,PR,PR,"CRYSTAL, ND 58222",840,TWIN CITIES,02,WNW,11/2002, , , , , , , ,N, , , , , , , , , , , , ,48.6380444444,-97.4848055556,38,ND,0,10
71,17296.*A,AIRPORT,ND09,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BARNES,ND,DAZEY,BRYN,PR,PR,"DAZEY, ND 58429",1431,TWIN CITIES,02,E, , , , , , , , ,N,002, , , , , , , , , , , ,47.1911,-98.1689844444,38,ND,0,10
305,17503.*A,AIRPORT,6L5,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC INTOSH,ND,WISHEK,WISHEK MUNI,PU,PU,"WISHEK, ND 58495",2035,TWIN CITIES,01,SE, , ,1,N,N,N, , ,N,003, , , , , , , ,000100,000400,000400, ,46.2463625,-99.53788999999999,38,ND,0,10
96,17328.1*A,AIRPORT,6NA2,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,FARGO,SOUTH HECTOR AIRSTRIP,PR,PR,"FARGO, ND 58104",910,TWIN CITIES,05,S,07/1985, , , , , , , ,N,001, , , , , , , , , , , ,46.7924641667,-96.8036938889,38,ND,0,10
109,17340.*A,AIRPORT,D57,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MORTON,ND,GLEN ULLIN,GLEN ULLIN RGNL,PU,PU,"GLEN ULLIN, ND 58631-0070",2089,BILLINGS,02,W, , ,N1,N,N,N,N, ,N,006, , , , , ,001, ,000010,000100,000010, ,46.8127830556,-101.8601555556,38,ND,0,10
18,17253.5*A,AIRPORT,ND78,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,AYR,WILCOX FARM,PR,PR,"AYR, ND 58007-9741",1210,TWIN CITIES,02,W, , , , , , , , ,N,001, , , , , , , , , , , ,47.0399783333,-97.5370363889,38,ND,0,10
186,17400.1*A,AIRPORT,ND38,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BENSON,ND,MADDOCK,RICES AIRPARK,PR,PR,"MADDOCK, ND 58348",1575,TWIN CITIES,01,SW, , , , , , , , ,N,002, , , , , , , , , , , ,47.9583416667,-99.5365213889,38,ND,0,10
239,17451.98*A,AIRPORT,NA01,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,TRAILL,ND,REYNOLDS,JENSON,PR,PR,"REYNOLDS, ND 58275",867,TWIN CITIES,04,E, , , , , , , , ,N,001, , , , , , , , , , , ,47.6683102778,-97.0053608333,38,ND,0,10
126,17354.9*A,AIRPORT,10ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,DUNN,ND,HALLIDAY,SMITH STRIP,PR,PR,"HALLIDAY, ND 58636",2200,BILLINGS,11,S, , , , , , , , ,N,001, , , , , , , , , , , ,47.187509999999996,-102.3615680556,38,ND,0,10
244,17452.6*A,AIRPORT,37N,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC LEAN,ND,RIVERDALE,GARRISON DAM RECREATIONAL AIRPARK,PU,PU,"OMAHA, NE 68102",1723,BILLINGS,01,SW,11/1984, , , , , , , ,N, , , , , , , , , , ,000100, ,47.4830547222,-101.4087716667,38,ND,0,10
254,17458.41*A,AIRPORT,ND42,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WARD,ND,SAWYER,WARREN PIETSCH,PR,PR,"MINOT, ND 58703",1550,BILLINGS,01,NW,10/1982, , , , , , , ,N,016, , , ,001, , , ,000020,001200,000200, ,48.1030555556,-101.0784722222,38,ND,0,10
190,17403.6*A,AIRPORT,8ND4,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,GRAND FORKS,ND,MANVEL,HEYDE,PR,PR,"MANVEL, ND 58256",820,TWIN CITIES,01,W,03/1993, , , , , , , ,N,003,001, , , , , , , , , , ,48.073595,-97.1861875,38,ND,0,10
33,17265.06*H,HELIPORT,ND46,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BURLEIGH,ND,BISMARCK,ST ALEXIUS MED-I-PORT,PR,PR,"BISMARCK, ND 58501",1697,TWIN CITIES,00,N,03/1993, , , , , , , ,N, , , , , , , , , , , , ,46.8074933333,-100.7767944444,38,ND,0,10
9,17245.7*A,AIRPORT,ND75,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,SHERIDAN,ND,ANAMOOSE,PETE'S TRACTOR SALVAGE,PR,PR,"ANAMOOSE, ND 58710",1655,TWIN CITIES,10,S, , , , , , , , ,N,001, , , , , , , , , , , ,47.7199977778,-100.26902,38,ND,0,10
137,17356.73*A,AIRPORT,ND85,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,EMMONS,ND,HAZELTON,HUMANN PRIVATE AIRSTRIP,PR,PR,"HAZELTON, ND 58544",1980,TWIN CITIES,05,E,05/1998, , , , , , , ,N,001, , , , , , , , , , , ,46.4930555556,-100.1788888889,38,ND,0,10
82,17317.7*A,AIRPORT,03ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,PEMBINA,ND,EDINBURG,OLAFSON BROTHERS,PR,PR,"EDINBURG, ND 58227",1045,TWIN CITIES,09,NE, , , , , , , , ,N, , , , , , , , , , , , ,48.6263827778,-97.8289833333,38,ND,0,10
135,17356.71*A,AIRPORT,0ND7,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,EMMONS,ND,HAZELTON,SAVILLE PVT,PR,PR,"HAZELTON, ND 58544",1961,TWIN CITIES,08,E, , , , , , , , ,N,001, , , , , , , , , , , ,46.465264999999995,-100.10455416670001,38,ND,0,10
251,17457.6*A,AIRPORT,4S5,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,PEMBINA,ND,ST THOMAS,ST THOMAS MUNI,PU,PU,"ST THOMAS, ND 58276",837,TWIN CITIES,01,N, , , ,N,N,N,N, ,N,007, , , , , , , ,000010,001200,000300, ,48.62637805560001,-97.4392477778,38,ND,0,10
105,17337.2*A,AIRPORT,D05,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC LEAN,ND,GARRISON,GARRISON MUNI,PU,PU,"GARRISON, ND 58540",1935,BILLINGS,01,W, , ,N,N,N,N,N, ,N,009, , , , , , , ,000100,001000,001600,000020,47.6559444444,-101.4372222222,38,ND,0,10
212,17426.51*A,AIRPORT,1NA0,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,PEMBINA,ND,MOUNTAIN,BOHN AIRSTRIP,PR,PR,"CAVALIER, ND 58220",1142,TWIN CITIES,03,NW,04/1983, , , , , , , ,N, , , , , , , , , , , , ,48.7322161111,-97.8895425,38,ND,0,10
140,17357.43*A,AIRPORT,6NA5,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MORTON,ND,HEBRON,CHASE AIRSTRIP,PR,PR, ,2140,BILLINGS,02,ESE,12/1985, , , , , , , ,N,003, , , , , , , , , , , ,46.9127847222,-102.0090511111,38,ND,0,10
167,17386.12*A,AIRPORT,61ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,GRAND FORKS,ND,LARIMORE,BAKKE,PR,PR,"LARIMORE, ND 58251",1125,TWIN CITIES,03,NW, , , , , , , , ,N,002, , , , , , , , , , , ,47.947490833299995,-97.6620319444,38,ND,0,10
176,17394.11*A,AIRPORT,63ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,RANSOM,ND,LISBON,MOELLENKAMP,PR,PR,"LISBON, ND 58054",1240,TWIN CITIES,07,SW, , , , , , , , ,N,001, , , , , , , , , , , ,46.3652438889,-97.7281544444,38,ND,0,10
247,17454.*A,AIRPORT,06D,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,ROLETTE,ND,ROLLA,ROLLA MUNI,PU,PU,"ROLLA, ND 58367",1822,TWIN CITIES,02,N, , ,N1,N,N,N,N, ,N,010, , , , , , , ,000200,001000,001200, ,48.8843411111,-99.62087694440001,38,ND,0,10
104,17335.73*H,HELIPORT,40ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,RICHLAND,ND,GALCHUTT,GORDER FARM,PR,PR,"WAHPETON, ND 58075",951,TWIN CITIES,01,W, , , , , , , , ,N, , , ,001, , , , , , , , ,46.3846825,-96.82258,38,ND,0,10
31,17265.04*H,HELIPORT,ND11,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BURLEIGH,ND,BISMARCK,R J BOHN ARMORY,PU,PR,"BISMARCK, ND 58502-5511",1768,TWIN CITIES,03,E,11/1988, , , , , , , ,N, , , , , , , , , , , , ,46.8311041667,-100.7204038889,38,ND,0,10
165,17384.5*A,AIRPORT,7NA2,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BOTTINEAU,ND,LANSFORD,UNDLIN AIRSTRIP,PR,PR,"LANSFORD, ND 58570",1575,BILLINGS,04,NE,03/1986, , , , , , , ,N,001, , , , , , , , , , , ,48.6877986111,-101.35043777780001,38,ND,0,10
10,17245.8*A,AIRPORT,ND02,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,NELSON,ND,ANETA,RICKETYBACK FIELD,PR,PR,"ANETA, ND 58212",1510,TWIN CITIES,08,NE, , , , , , , , ,N,004, , , , , , , , , , , ,47.8111038889,-97.96009527780001,38,ND,0,10
123,17353.13*A,AIRPORT,ND86,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WILLIAMS,ND,GRENDRA,PETERSON,PR,PR,"GRENDRA, ND 58845",2190,BILLINGS,04,SW,05/1995, , , , , , , ,N,001, , , , , , , , , , , ,48.5638888889,-103.96305555560001,38,ND,0,10
205,17417.4*H,HELIPORT,2ND4,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WARD,ND,MINOT,TRINITY MEDICAL CENTER,PR,PR,"MINOT, ND 58701",1692,BILLINGS,00,N, , , , , , , , ,N, , , , , , , , , , , , ,48.2319538889,-101.29210666670001,38,ND,0,10
110,17340.01*A,AIRPORT,06ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MORTON,ND,GLEN ULLIN,FITTERER'S STRIP,PR,PR,"GLEN ULLIN, ND 58631",2180,BILLINGS,09,SE, , , , , , , , ,N, , , , , , , , , , , , ,46.7488919444,-101.6693152778,38,ND,0,10
67,17292.01*A,AIRPORT,80ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,DIVIDE,ND,CROSBY,TROY FIELD,PR,PR,"CROSBY, ND 58730",2080,BILLINGS,04,SW, , , , , , , , ,N,001, , , , , ,001, , , , , ,48.8786438889,-103.37046666670001,38,ND,0,10
302,17495.2*A,AIRPORT,4NA1,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WILLIAMS,ND,WILLISTON,RING ROCK RANCH,PR,PR,"WILLISTON, ND 58801",2256,BILLINGS,06,NW,03/1985, , , , , , , ,N,001, , , , , , , , , , , ,48.2547455556,-103.6726972222,38,ND,0,10
193,17405.45*A,AIRPORT,5NA0,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC LEAN,ND,MAX,SEMCHENKO,PR,PR,"MAX, ND 58759",2065,BILLINGS,03,SE,07/1985, , , , , , , ,N,001, , , , , , , , , , , ,47.7736125,-101.2790466667,38,ND,0,10
23,17255.012*A,AIRPORT,0NA1,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,RICHLAND,ND,BARNEY,GOERGER,PR,PR,"BARNEY, ND 58008",1045,TWIN CITIES,02,SW,12/1982, , , , , , , ,N,001, , , , , , , , , , , ,46.245515,-97.0375855556,38,ND,0,10
307,17504.02*A,AIRPORT,NA20,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,RICHLAND,ND,WYNDMERE,HUDSON'S STRIP,PR,PR,"DELAMERE, ND 58022",1080,TWIN CITIES,05,W, , , , , , , , ,N,001, , , , , , , , , , , ,46.248016388900005,-97.2573122222,38,ND,0,10
51,17284.1*A,AIRPORT,5N8,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,CASSELTON,CASSELTON ROBERT MILLER RGNL,PU,PU,"CASSELTON, ND 58012",933,TWIN CITIES,04,S,04/1986, ,NGY, , , , , ,N,047,003, , , , ,001, ,000400,010000,005000,000050,46.8540291667,-97.2086597222,38,ND,0,10
161,17381.*A,AIRPORT,5L0,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,NELSON,ND,LAKOTA,LAKOTA MUNI,PU,PU,"LAKOTA, ND 58344",1512,TWIN CITIES,01,SE, , ,N,N,N,N,N, ,N,006, , , , , , , ,000010,000100,000060, ,48.0294027778,-98.32529166670001,38,ND,0,10
199,17407.8*A,AIRPORT,2ND1,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC LEAN,ND,MERCER,WESTERLIND,PR,PR,"MERCER, ND 58559",1910,TWIN CITIES,01,NE, , , , , , , , ,N,004, , , , , , , , , , , ,47.4924980556,-100.6998566667,38,ND,0,10
309,17504.04*A,AIRPORT,ND49,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,RICHLAND,ND,WYNDMERE,KRAUSE PRIVATE,PR,PR,"WYNDMERE, ND 58081",1060,TWIN CITIES,03,S,07/1989, , , , , , , ,N,001, , , , , , , , , , , ,46.2235711111,-97.1303652778,38,ND,0,10
68,17294.1*A,AIRPORT,ND92,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,DAVENPORT,SCHROEDER,PR,PR,"DAVENPORT, ND 58021",920,TWIN CITIES,02,W, , , , , , , , ,N,008, , , , , , , , , , , ,46.708303055600005,-97.1170341667,38,ND,0,10
266,17465.52*A,AIRPORT,1NA5,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,LOGAN,ND,STREETER,GIENGER/BOX BAR RANCH,PR,PR,"ARVADA, CO 80005",1950,TWIN CITIES,05,SW,08/1983, , , , , , , ,N,001, , , , , , , , , , , ,46.6249786111,-99.4503872222,38,ND,0,10
229,17441.6*A,AIRPORT,Y37,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WALSH,ND,PARK RIVER,PARK RIVER - W C SKJERVEN FIELD,PU,PU,"PARK RIVER, ND 58270",1103,TWIN CITIES,01,W, , ,NGY,N,N,N,Y, ,N,007,001, , , , , , ,000200,003000,001000,000030,48.3939666667,-97.7807725,38,ND,0,10
178,17397.95*A,AIRPORT,NA86,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,STEELE,ND,LUVERNE,JOHNSON PVT AIRSTRIP,PR,PR,"LUVERNE, ND 58056",1492,TWIN CITIES,04,NE,08/1982, , , , , , , ,N,001, , , , , , , , , , , ,47.3333230556,-97.90093083330001,38,ND,0,10
65,17288.*A,AIRPORT,S32,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,GRIGGS,ND,COOPERSTOWN,COOPERSTOWN MUNI,PU,PU,"COOPERSTOWN, ND 58421",1424,TWIN CITIES,02,SE, , ,NGY, , ,N,Y, ,N,011,001, , , , , , ,000300,001200,000600, ,47.4227736111,-98.10587138890001,38,ND,0,10
245,17453.12*A,AIRPORT,ND54,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,KIDDER,ND,ROBINSON,WHITMAN FIELD,PR,PR,"ROBINSON, ND 58478",1783,TWIN CITIES,03,SE, , , , , ,N, , ,N,003, , , , , , , , ,000200,000100, ,47.129156944399995,-99.73038722220001,38,ND,0,10
248,17457.*A,AIRPORT,RUG,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,PIERCE,ND,RUGBY,RUGBY MUNI,PU,PU,"RUGBY, ND 58368",1548,TWIN CITIES,02,NW, , ,NGY, , ,N,N, ,N,011,002, , , , ,001, ,000300,001800,000700, ,48.3903591667,-100.0242738889,38,ND,0,10
131,17355.*H,HELIPORT,ND27,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WELLS,ND,HARVEY,ST ALOISIUS MEDICAL CENTER,PR,PR,"HARVEY, ND 58341",1595,TWIN CITIES,00,S,10/2002, , , , , , , ,N, , , , , , , , , , , , ,47.766944444399996,-99.9313888889,38,ND,0,10
207,17418.*A,AIRPORT,MOT,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WARD,ND,MINOT,MINOT INTL,PU,PU,"MINOT, ND 58703",1716,BILLINGS,02,N, ,I B S 05/1973,NGY3,Y,N,N,Y, ,Y,063,005,002,001, , , ,001573,006182,015716,011220,005113,48.2593777778,-101.2803338889,38,ND,76467,10
192,17404.5*A,AIRPORT,67ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,LA MOURE,ND,MARION,WALDIE FARMS,PR,PR,"MARION, ND 58466-9735",1456,TWIN CITIES,06,SW, , , , , , , , ,N,001, , , , , , , , , , , ,46.5433091667,-98.38231694439999,38,ND,0,10
150,17366.1*A,AIRPORT,ND24,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,GRAND FORKS,ND,INKSTER,INKSTER,PU,PR,"INKSTER, ND 58244",1092,TWIN CITIES,01,SW, , , ,N,N, , , ,N, , , , , , , , , , ,000100, ,48.1402694444,-97.6725863889,38,ND,0,10
36,17270.1*A,AIRPORT,5B4,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BURKE,ND,BOWBELLS,BOWBELLS MUNI,PU,PU,"BOWBELLS, ND 58721",1955,BILLINGS,01,N, , , , , ,N,N, ,N,003, , , , , , , ,000006,000300,000100, ,48.809749444400005,-102.245445,38,ND,0,10
125,17354.8*A,AIRPORT,0ND6,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,EMMONS,ND,HAGUE,SCHUMACHER STRIP,PR,PR,"HAGUE, ND 58542",2020,TWIN CITIES,03,NE, , , , , , , , ,N,002, , , , , , , , , , , ,46.054985555600005,-99.91705833329999,38,ND,0,10
296,17491.55*A,AIRPORT,NA54,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,EMMONS,ND,WESTFIELD,MOSER AIRSTRIP,PR,PR,"POLLOCK, SD 57648",1750,TWIN CITIES,10,SW,04/1982, , , , , , , ,N,001, , , , , , , , , , , ,45.9549952778,-100.4420716667,38,ND,0,10
118,17349.5*A,AIRPORT,NA60,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,GRANDIN,DAKOTA,PR,PR,"GRANDIN, ND 58038",903,TWIN CITIES,02,W,07/1982, , , , , , , ,N,001, , , , , , , , , , , ,47.234978333300006,-97.0384180556,38,ND,0,10
108,17339.5*A,AIRPORT,ND18,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,RENVILLE,ND,GLENBURN,JUDY STRIP,PR,PR,"GLENBURN, ND 58740",1570,BILLINGS,00,S, , , , , , , , ,N,002, , , , , ,001, , ,000100,000050, ,48.5064075,-101.2168247222,38,ND,0,10
179,17398.1*A,AIRPORT,1ND7,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,LYNCHBURG,DITTMER,PR,PR,"WHEATLAND, ND 58079-9801",943,TWIN CITIES,03,N, , , , , , , , ,N,004, , , , , , , , , , , ,46.8291405556,-97.26703472220001,38,ND,0,10
62,17285.994*A,AIRPORT,ND90,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,SARGENT,ND,COGSWELL/BRAMPTON/,DAHL PVT,PR,PR,"COGSWELL, ND 58017",1285,TWIN CITIES,03,SE, , , , , , , , ,N,003, , , , , , , , , , , ,45.9666308333,-97.7337122222,38,ND,0,10
236,17451.32*A,AIRPORT,5NA2,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,TRAILL,ND,PORTLAND,HAUGEN FARM AIRSTRIP,PR,PR,"FARGO, ND 58102",1002,TWIN CITIES,03,N,07/1985, , , , , , , ,N,001, , , , , , , , , , , ,47.5377630556,-97.3637013889,38,ND,0,10
