OBJECTID,SITE_NO,LAN_FA_TY,LOCID,EFF_DATE,FAA_REGION,FAA_DISTRI,FAA_ST,STATE_NAME,COUNTY_NAM,COUNTY_ST,CITY_NAME,FULLNAME,OWNER_TYPE,FAC_USE,FAC_CYSTZP,ELEV,AERO_CHART,CBD_DIST,CBD_DIR,ACT_DATE,CERT_TYPE,FED_AGREE,INTERNATIO,CUST_LNDG,JOINT_USE,MIL_LNDG_R,MIL_INT,CNTL_TWR,S_ENG_GA,M_ENG_GA,JET_EN_GA,HELICOPTER,OPER_GLIDE,OPER_MIL,ULTRALIGHT,COMM_SERV,AIR_TAXI,LOCAL_OPS_,ITIN_OPS_G,MIL_OPS,LATITUDE,LONGITUDE,STFIPS,ST_POSTAL,CY_05_ENP,VERSION
55,17285.52*A,AIRPORT,23ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,OLIVER,ND,CENTER,MINNKOTA PRIVATE,PR,PR,"GRAND FORKS, ND 58208-3200",2110,BILLINGS,03,SE,07/1986, , , , , , , ,N, , , , , , , , , , ,000300, ,47.0822172222,-101.2670922222,38,ND,0,10
1,17240.*A,AIRPORT,ND07,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,ABSARAKA,PUNTON PRIVATE,PR,PR,"AYR, ND 58007-9720",1105,TWIN CITIES,02,NW,08/1994, , , , , , , ,N,001, , , , , , , , , , , ,47.0027777778,-97.4072222222,38,ND,0,10
73,17302.*A,AIRPORT,DVL,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,RAMSEY,ND,DEVILS LAKE,DEVILS LAKE RGNL,PU,PU,"DEVILS LAKE, ND 58301",1456,TWIN CITIES,02,W, ,I A S 01/2004,NGY3,N,N,N,Y, ,N,051,008, , , , , , ,002437,015300,004755,000850,48.1143055556,-98.90869444440001,38,ND,3327,10
267,17467.51*A,AIRPORT,NA71,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,KIDDER,ND,TAPPEN,M. BODVIG AIRSTRIP,PR,PR,"TAPPEN, ND 58487",1750,TWIN CITIES,08,N,07/1982, , , , , , , ,N,001, , , , , , , , , , , ,46.9958202778,-99.6712177778,38,ND,0,10
116,17349.13*A,AIRPORT,RDR,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,GRAND FORKS,ND,GRAND FORKS,GRAND FORKS AFB,MA,PR,"GRAND FORKS, ND 58201",913,TWIN CITIES,13,W, , , ,N,N,N,Y, ,Y, , , , , , , , , , , ,030000,47.9611666667,-97.40116666670001,38,ND,59,10
288,17484.1*A,AIRPORT,BWP,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,RICHLAND,ND,WAHPETON,HARRY STERN,PU,PU,"WAHPETON, ND 58074",968,TWIN CITIES,01,S, , ,NGY,N,N,N,Y, ,N,027,003, , , ,005, , ,000600,006000,003400,000040,46.244108583300005,-96.60736080560001,38,ND,0,10
75,17304.*A,AIRPORT,DIK,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,STARK,ND,DICKINSON,DICKINSON - THEODORE ROOSEVELT RGNL,PU,PU,"DICKINSON, ND 58601-9282",2592,BILLINGS,05,S, ,III A S 07/2006,NGY3,N,N,N,Y, ,N,017,005, , , , , , ,009034,002000,001450,000100,46.7973888889,-102.8019527778,38,ND,5010,10
145,17362.121*A,AIRPORT,5ND9,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,TRAILL,ND,HILLSBORO,DECK,PR,PR,"HILLSBORO, ND 58045",916,TWIN CITIES,04,N, , , , , , , , ,N,006, , , , , , , , , , , ,47.4847019444,-97.0748091667,38,ND,0,10
210,17424.51*A,AIRPORT,8NA5,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,STUTSMAN,ND,MONTPELIER,LIECHTY FARM,PR,PR,"MONTPELIER, ND 58472",1505,TWIN CITIES,03,SW,07/1986, , , , , , , ,N, , , , , , , , , , , , ,46.6630358333,-98.6303752778,38,ND,0,10
285,17473.85*C,SEAPLANE BASE,8NA1,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC HENRY,ND,UPHAM,DEEP RIVER,PR,PR,"UPHAM, ND 58789",1420,TWIN CITIES,03,NW,04/1986, , , , , , , ,N,001, , , , , , , , , , , ,48.6227875,-100.7829197222,38,ND,0,10
221,17433.7*A,AIRPORT,05D,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MOUNTRAIL,ND,NEW TOWN,NEW TOWN MUNI,PU,PU,"NEW TOWN, ND 58763",1925,BILLINGS,01,SE, , ,Y1,N,N,N,Y, ,N,002, , , , , , , ,000300,000200,000300, ,47.9669588889,-102.4779577778,38,ND,0,10
297,17493.*A,AIRPORT,D64,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BOTTINEAU,ND,WESTHOPE,WESTHOPE MUNI,PU,PU,"WESTHOPE, ND 58793",1494,BILLINGS,00,W, , ,Y1,N,N,N,Y, ,N,003,001, , , , , , ,000010,000010,000200,000010,48.913353055600005,-101.03349,38,ND,0,10
76,17304.01*A,AIRPORT,7ND1,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,DUNN,ND,DICKINSON,WOLBERG'S PRIVATE,PR,PR,"DICKINSON, ND 58601",2540,BILLINGS,09,N, , , , , , , , ,N,001, , , , , , , , , , , ,47.0361222222,-102.77823888889999,38,ND,0,10
78,17308.83*A,AIRPORT,D29,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WALSH,ND,DRAYTON,DRAYTON MUNI,PU,PU,"DRAYTON, ND 58225",798,TWIN CITIES,03,N, , , , , , , , ,N,002, , , , , , , , , , , ,48.6185958333,-97.1759036111,38,ND,0,10
99,17330.95*A,AIRPORT,0ND0,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BENSON,ND,FLORA,GILBERTSON FIELD,PR,PR,"MADDOCK, ND 58348",1550,TWIN CITIES,02,SE, , , , , , , , ,N, , , , , , , , , , , , ,47.9291713889,-99.40040972220001,38,ND,0,10
15,17249.1*A,AIRPORT,1A2,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,ARTHUR,ARTHUR,PU,PU,"ARTHUR, ND 58006",973,TWIN CITIES,01,NE, , , , , , , , ,N,004, , , , , , , ,000010,000300,000200, ,47.1110877778,-97.2073094444,38,ND,0,10
188,17403.*A,AIRPORT,Y19,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MORTON,ND,MANDAN,MANDAN MUNI,PU,PU,"MANDAN, ND 58554",1944,TWIN CITIES,04,S, , ,NGY,N,N,N,Y, ,N,030,002, , , , , , ,000300,004400,003000,000400,46.7682366667,-100.8943433333,38,ND,0,10
84,17319.411*A,AIRPORT,NA84,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,STUTSMAN,ND,ELDRIDGE,L. SECKERSON AIRSTRIP,PR,PR,"ELDRIDGE, ND 58435",1740,TWIN CITIES,09,SW,08/1982, , , , , , , ,N,002, , , , , , , , , , , ,46.8005394444,-99.0051097222,38,ND,0,10
196,17406.1*A,AIRPORT,7NA4,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,TRAILL,ND,MAYVILLE,INGEBRETSON AIRSPRAY,PR,PR,"MAYVILLE, ND 58257",982,TWIN CITIES,01,NW,03/1986, , , , , , , ,N,003, , , , , , , , , , , ,47.5172072222,-97.3337016667,38,ND,0,10
237,17451.91*A,AIRPORT,14ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,ADAMS,ND,REEDER,HAGEN PRIVATE,PR,PR,"REEDER, ND 58649",2810,BILLINGS,07,NE, , , , , , , , ,N,001, , , , , , , , , , , ,46.207785,-102.90849555560001,38,ND,0,10
175,17394.1*A,AIRPORT,6L3,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,RANSOM,ND,LISBON,LISBON MUNI,PU,PU,"LISBON, ND 58054",1240,TWIN CITIES,02,W, , , ,N,N,N,N, ,N,009, , , , , ,001, ,000050,000900,000300,000006,46.446634722199995,-97.7273222222,38,ND,0,10
85,17319.71*A,AIRPORT,Y71,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,GRANT,ND,ELGIN,ELGIN MUNI,PU,PU,"ELGIN, ND 58533",2355,BILLINGS,01,S, , , , , , , , ,N,002, , , , , , , ,000020,000040,000100, ,46.3827844444,-101.845145,38,ND,0,10
121,17353.11*A,AIRPORT,NA63,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,DIVIDE,ND,GRENORA,STORSETH AIRSTRIP,PR,PR,"GRENORA, ND 58845",2200,BILLINGS,06,NE,07/1982, , , , , , , ,N,001, , , , , , , , , , , ,48.6666952778,-103.85631611110001,38,ND,0,10
147,17365.04*A,AIRPORT,8NA9,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,STEELE,ND,HOPE,HASHBARGER FARM AIRSTRIP,PR,PR,"HOPE, ND 58046",1195,TWIN CITIES,02,E,12/1986, , , , , , , ,N,002, , , , , , , , , , , ,47.3280433333,-97.6789844444,38,ND,0,10
100,17331.*A,AIRPORT,ND14,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WALSH,ND,FORDVILLE,FORDVILLE,PR,PR,"FORDVILLE, ND 58231",1154,TWIN CITIES,02,NW, , , ,N,N,N,N, ,N, , , , , , , , , , ,000100, ,48.234715555600005,-97.8017563889,38,ND,0,10
95,17328.02*H,HELIPORT,ND45,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,FARGO,DAKOTA SPECIALTY INSTITUTE HOSPITAL,PR,PR,"FARGO, ND 58103",908,TWIN CITIES,00,N,12/2002, , , , , , , ,N, , , , , , , , , , , , ,46.8315166667,-96.82918333330001,38,ND,0,10
189,17403.02*A,AIRPORT,64ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MORTON,ND,MANDAN,Z. P. FIELD,PR,PR,"MANDAN, ND 58554",1840,BILLINGS,08,W, , , , , , , , ,N,001, , , , , , , , , , , ,46.8508275,-101.075415,38,ND,0,10
277,17470.51*A,AIRPORT,20ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC LEAN,ND,TURTLE LAKE,CROOKED LAKE AIRSTRIP,PR,PR,"TURTLE LAKE, ND 58575",1900,TWIN CITIES,09,N, , , , , , , , ,N,001, , , , , , , , , , , ,47.6538886111,-100.8909775,38,ND,0,10
111,17341.5*A,AIRPORT,08ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MERCER,ND,GOLDEN VALLEY,BRECHT STRIP,PR,PR,"GOLDEN VALLEY, ND 58541",1990,BILLINGS,03,NW, , , , , , , , ,N,001, , , , , , , , , , , ,47.3230638889,-102.0976730556,38,ND,0,10
12,17247.5*A,AIRPORT,6ND3,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,ARGUSVILLE,LISBURG,PR,PR,"ARGUSVILLE, ND 58005",885,TWIN CITIES,01,N, , , , , , , , ,N,002, , , , , , , , , , , ,47.0696933333,-96.9406386111,38,ND,0,10
27,17260.5*A,AIRPORT,6ND9,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WARD,ND,BERTHOLD,SKINNINGSRUD,PR,PR,"BERTHOLD, ND 58718",2010,BILLINGS,05,N, , , , , , , , ,N,002, , , , , , , , , , , ,48.392793611100004,-101.7640511111,38,ND,0,10
281,17472.022*A,AIRPORT,ND44,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC LEAN,ND,UNDERWOOD,UNDERWOOD,PR,PR,"UNDERWOOD, ND 58576",2050,TWIN CITIES,05,SW,11/2002, , , , , , , ,N, , , , , , , , , , , , ,47.4666666667,-101.13388888889999,38,ND,0,10
101,17333.2*A,AIRPORT,Y27,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,SIOUX,ND,FORT YATES,STANDING ROCK,PU,PU,"FORT YATES, ND 58538",1633,TWIN CITIES,01,S, , ,NGY,N,N, ,Y, ,N, , , , , , , , ,000100, ,000100, ,46.0663855556,-100.6348491667,38,ND,0,10
204,17417.31*A,AIRPORT,89ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WARD,ND,MINOT,POLESCHOOK,PR,PR,"MAX, ND 50759",2245,BILLINGS,20,S, , , , , , , , ,N,002, , , , , , , , , , , ,47.9113947222,-101.24932638890002,38,ND,0,10
54,17285.02*H,HELIPORT,ND81,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,PEMBINA,ND,CAVALIER,GRAND FORKS PAR SITE,PR,PR,"CAVALIER AFS, ND 58220-9314",1182,TWIN CITIES,02,E,10/1994, , , , , , , ,N, , , , , , , , , , , , ,48.721938333299995,-97.9112097222,38,ND,0,10
38,17271.*A,AIRPORT,BPP,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BOWMAN,ND,BOWMAN,BOWMAN MUNI,PU,PU,"BOWMAN, ND 58623",2958,BILLINGS,02,W, , ,NGY,N,N,N,Y, ,N,015, , , , , , , ,000300,001200,001400,000010,46.1869911111,-103.4280805556,38,ND,0,10
154,17371.4*H,HELIPORT,3NA7,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,FOSTER,ND,KENSAL,J. R.,PR,PR,"KENSAL, ND 58455",1530,TWIN CITIES,05,N,03/1985, , , , , , , ,N, , , ,002, , ,001, , , , , ,47.3861075,-98.7170480556,38,ND,0,10
28,17260.52*A,AIRPORT,4NA5,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WARD,ND,BERTHOLD,BERG STRIP,PR,PR,"BERTHOLD, ND 58718",2250,BILLINGS,04,SW,07/1985, , , , , , , ,N, , , , , , , , , , , , ,48.2883463889,-101.82821916670001,38,ND,0,10
72,17297.5*A,AIRPORT,81ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC HENRY,ND,DEERING,MILLERS AIRSTRIP,PR,PR,"DEERING, ND 58731",1545,BILLINGS,01,S, , , , , , , , ,N,001, , , , , , , , , , , ,48.3886272222,-101.0448747222,38,ND,0,10
299,17495.*A,AIRPORT,ND23,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WILLIAMS,ND,WILLISTON,WRIGHT FLD,PR,PR,"WILLISTON, ND 58801",1885,BILLINGS,03,N, , , ,N,N,N,N, ,N,006, , , , , , , , ,001400,000050, ,48.1880791667,-103.6201961111,38,ND,0,10
198,17406.81*H,HELIPORT,9NA2,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,STUTSMAN,ND,MEDINA,DAKOTA CLINIC,PU,PR,"MEDINA, ND 58467",1795,TWIN CITIES,00,N,08/1987, , , , , , , ,N, , , , , , , , , , , , ,46.893597777800004,-99.29233333330001,38,ND,0,10
93,17328.*A,AIRPORT,FAR,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,FARGO,HECTOR INTL,PU,PU,"FARGO, ND 58108",902,TWIN CITIES,03,NW, ,I C S 05/1973,NGPY3,Y,N,Y,Y,A,Y,102,045,036,005, ,022, ,006425,015628,020446,024196,007514,46.920649999999995,-96.81576388890001,38,ND,285298,10
16,17250.*A,AIRPORT,ND60,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,GRAND FORKS,ND,ARVILLA,FROKJER,PR,PR,"ARVILLA, ND 58214",953,TWIN CITIES,03,N,06/1991, , , , , , , ,N,002, , , , , , , , , , , ,47.958877777800005,-97.4798072222,38,ND,0,10
63,17287.2*A,AIRPORT,D49,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BURKE,ND,COLUMBUS,COLUMBUS MUNI,PU,PU,"COLUMBUS, ND 58727",1930,BILLINGS,01,SW, , ,1,N,N,N,N, ,N,002, , , , , , , ,000010,000100,000100, ,48.8986433333,-102.79212055560001,38,ND,0,10
164,17382.03*A,AIRPORT,7ND8,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CAVALIER,ND,LANGDON,FOREST,PR,PR,"WALES, ND 58281",1570,TWIN CITIES,14,NW, , , , , , , , ,N,001, , , , , , , , , , , ,48.8522280556,-98.74818222220001,38,ND,0,10
228,17439.11*A,AIRPORT,64G,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,PAGE,PAGE RGNL,PR,PU,"PAGE, ND 58064",1215,TWIN CITIES,04,E,12/1987, , , , , , , ,N,008,002, , , , , , ,000020,002400,000900, ,47.169705,-97.48036638890001,38,ND,0,10
163,17382.*A,AIRPORT,D55,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CAVALIER,ND,LANGDON,ROBERTSON FIELD,PU,PU,"LANGDON, ND 58249",1608,TWIN CITIES,01,W, , ,NGY,N,N,N,Y, ,N,012, , , , , , , ,000200,001200,000500, ,48.7530177778,-98.3933369444,38,ND,0,10
220,17433.01*A,AIRPORT,NA44,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,EDDY,ND,NEW ROCKFORD,GEORGESON FARM STRIP,PR,PR,"NEW ROCKFORD, ND 58356",1535,TWIN CITIES,02,SW,04/1982, , , , , , , ,N,001, , , , , , , , , , , ,47.6541652778,-99.1595616667,38,ND,0,10
272,17468.42*A,AIRPORT,4ND1,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,GRAND FORKS,ND,THOMPSON,KNUTSON,PR,PR,"TIOGA, ND 58852",880,TWIN CITIES,03,NW, , , , , , , , ,N,003,001, ,002, , , , , , , , ,47.7927575,-97.15369388890001,38,ND,0,10
7,17245.41*A,AIRPORT,ND73,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,AMENIA,PETERSON,PR,PR,"AMENIA, ND 58004",999,TWIN CITIES,03,NW, , , , , , , , ,N,001, , , , , , , , , , , ,47.0483091667,-97.2556433333,38,ND,0,10
87,17321.*A,AIRPORT,5N4,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,RANSOM,ND,ENDERLIN,SKY HAVEN,PU,PU,"ENDERLIN, ND 58027",1147,TWIN CITIES,01,W, , , ,N,N,N,N, ,N,004, , , , , , , ,000020,000500,001000, ,46.627194722199995,-97.6203758333,38,ND,0,10
97,17328.11*A,AIRPORT,D54,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,FARGO,WEST FARGO MUNI,PU,PU,"WEST FARGO, ND 58078",896,TWIN CITIES,06,NW, , , , , , , , ,N,039,001, , , , , , ,000150,006000,003000,000100,46.900800833299996,-96.9186952778,38,ND,0,10
44,17278.7*A,AIRPORT,NA30,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WARD,ND,BURLINGTON,BEHRENS AIRSTRIP,PR,PR,"MINOT, ND 58701",1740,BILLINGS,02,E,04/1982, , , , , , , ,N,001, , , , , , , , , , , ,48.2722322222,-101.3962741667,38,ND,0,10
240,17451.981*A,AIRPORT,NA02,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,GRAND FORKS,ND,REYNOLDS,SAURE,PR,PR,"REYNOLDS, ND 58275",870,TWIN CITIES,03,NE, , , , , , , , ,N,002, , , , , , , , , , , ,47.7049777778,-97.0548052778,38,ND,0,10
224,17434.31*A,AIRPORT,72ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,STEELE,ND,NORTHWOOD,BERG FIELD,PR,PR,"HATTON, ND 58240",1111,TWIN CITIES,04,S, , , , , , , , ,N,001, , , , , , , , , , , ,47.661099166700005,-97.5920330556,38,ND,0,10
81,17317.1*A,AIRPORT,51D,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,LA MOURE,ND,EDGELEY,EDGELEY MUNI,PU,PU,"EDGELEY, ND 58433",1600,TWIN CITIES,01,SW, , ,NG,N,N,N,N, ,N,004, , , , , , , ,000020,000100,000100,000010,46.348583333300006,-98.7355555556,38,ND,0,10
238,17451.93*A,AIRPORT,NA88,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BURLEIGH,ND,REGAN,REGAN AIRSTRIP,PR,PR,"REGAN, ND 58477",2060,TWIN CITIES,06,NE,08/1982, , , , , , , ,N, , , , , , , , , , , , ,47.2238822222,-100.4234530556,38,ND,0,10
136,17356.72*A,AIRPORT,48ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,EMMONS,ND,HAZELTON,SCHIRMEISTER PRIVATE,PR,PR,"HAZELTON, ND 58544",1650,TWIN CITIES,11,SE, , , , , , , , ,N,001, , , , , , , , , , , ,46.512493888899996,-100.5503975,38,ND,0,10
298,17493.7*A,AIRPORT,ND68,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,CASS,ND,WHEATLAND,VINING,PR,PR,"WHEATLAND, ND 58079",980,TWIN CITIES,03,NE, , , ,N,N, , , ,N,002, , , , , ,001, , ,000150,000040, ,46.9558080556,-97.30120000000001,38,ND,0,10
271,17468.03*A,AIRPORT,1NA9,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,DUNN,ND,TAYLOR,MYRAN AIRSTRIP,PR,PR, ,2120,BILLINGS,10,NW,12/1983, , , , , , , ,N,001, , , , , , , , , , , ,47.0333411111,-102.49574027780001,38,ND,0,10
127,17354.912*A,AIRPORT,44ND,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,DUNN,ND,HALLIDAY,FREDERICKS RANCH,PR,PR,"HALLIDAY, ND 58636",2225,BILLINGS,11,N, , , , , , , , ,N,001, , , , , , , , , , , ,47.527783611100006,-102.24128583330001,38,ND,0,10
19,17254.5*A,AIRPORT,ND80,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BURLEIGH,ND,BALDWIN,SPITZER,PR,PR,"WILTON, ND 58579",2050,TWIN CITIES,03,NE, , , , , , , , ,N,001, , , , , , , , , , , ,47.081658611099996,-100.7251294444,38,ND,0,10
308,17504.03*A,AIRPORT,NA21,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,RICHLAND,ND,WYNDMERE,THOMPSON PRIVATE,PR,PR,"WYNDMERE, ND 58081",1075,TWIN CITIES,06,SW, , , , , , , , ,N, , , , , , , , , , , , ,46.2282938889,-97.2362008333,38,ND,0,10
253,17458.01*A,AIRPORT,8ND0,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,TOWNER,ND,SARLES,AMBLE - TIGER NORTH FARMS,PR,PR,"SARLES, ND 58372",1590,TWIN CITIES,03,SW, , , , , , , , ,N, , , , , , , , , , , , ,48.9013955556,-99.0167961111,38,ND,0,10
290,17484.4*A,AIRPORT,96D,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,PEMBINA,ND,WALHALLA,WALHALLA MUNI,PU,PU,"WAHALLA, ND 58282",953,TWIN CITIES,01,NE, , ,N1,N,N,N, , ,N,009, , , , , , , ,000200,000600,000400, ,48.9405722222,-97.90277499999999,38,ND,0,10
114,17347.01*A,AIRPORT,7ND2,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WALSH,ND,GRAFTON,KELLY'S FIELD,PR,PR,"GRAFTON, ND 58237",810,TWIN CITIES,06,SE, , , , , , , , ,N,003, , , , , ,002, , , , , ,48.3727647222,-97.32007499999999,38,ND,0,10
216,17430.94*A,AIRPORT,6NA7,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BOTTINEAU,ND,NEWBURG,KERSTEN BROTHERS,PR,PR,"NEWBURG, ND 58762",1473,TWIN CITIES,01,N,12/1985, , , , , , , ,N,001, , , , , , , , , , , ,48.730295833300005,-100.9215408333,38,ND,0,10
211,17426.*A,AIRPORT,3P3,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,HETTINGER,ND,MOTT,MOTT MUNI,PU,PU,"MOTT, ND 58646",2411,BILLINGS,01,S, , ,NGY,N,N,N,Y, ,N,007, , , , , , , ,000030,000700,000400,000020,46.359725,-102.32293888890001,38,ND,0,10
89,17322.*A,AIRPORT,ND34,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,WILLIAMS,ND,EPPING,MOEN,PR,PR,"EPPING, ND 58843",2200,BILLINGS,00,S,10/2002, , , , , , , ,N, , , , , , , , , , , , ,48.275000000000006,-103.35000000000001,38,ND,0,10
21,17255.01*A,AIRPORT,NA55,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,RICHLAND,ND,BARNEY,HAGER STRIP,PR,PR,"BARNEY, ND 58008",1037,TWIN CITIES,01,W,07/1982, , , , , , , ,N,001, , , , , , , , , , , ,46.2660708333,-97.0161961111,38,ND,0,10
292,17486.1*A,AIRPORT,3NA2,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC LEAN,ND,WASHBURN,LORENTZEN,PR,PR,"WASHBURN, ND 58577",1790,BILLINGS,02,W,11/1984, , , , , , , ,N,001, , , , , , , , , , , ,47.3027716667,-101.0670922222,38,ND,0,10
287,17477.21*A,AIRPORT,NA13,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC HENRY,ND,VELVA,LINRUD AIRSTRIP,PR,PR,"VELVA, ND 58790",1605,TWIN CITIES,03,N, , , , , , , , ,N,003,001, , , , ,001, , , , , ,48.1222316667,-100.9370944444,38,ND,0,10
166,17386.11*A,AIRPORT,2L1,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,GRAND FORKS,ND,LARIMORE,LARIMORE MUNI,PU,PU,"LARIMORE, ND 58251",1130,TWIN CITIES,01,W, , , ,N,N,N,N, ,N,018, , ,003, , , , ,000010,002500,004000,000080,47.9069344444,-97.6406427778,38,ND,0,10
4,17244.32*A,AIRPORT,7ND7,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC KENZIE,ND,ALEXANDER,HAUGEN'S,PR,PR,"ALEXANDER, ND 58831",2330,BILLINGS,14,SW, , , , , , , , ,N,001, , , , , , , , , , , ,47.6825175,-103.7282544444,38,ND,0,10
24,17255.5*A,AIRPORT,5ND3,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,PEMBINA,ND,BATHGATE,CRAIG PRIVATE,PR,PR,"BATHGATE, ND 58216",800,TWIN CITIES,07,SE, , , , , , , , ,N,003, , , , , , , , , , , ,48.8555436111,-97.3220172222,38,ND,0,10
227,17437.9*A,AIRPORT,3ND5,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BARNES,ND,ORISKA,GAGE FLYING FARMER,PR,PR,"ORISKA, ND 58063",1235,TWIN CITIES,08,N, , , , , , , , ,N,002, , , , , , , , , , , ,47.061091111100005,-97.7712133333,38,ND,0,10
182,17399.7*A,AIRPORT,8M6,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,NELSON,ND,MC VILLE,MC VILLE MUNI,PU,PU,"MC VILLE, ND 58254",1473,TWIN CITIES,01,NW, , , ,N,N, , , ,N,002, , , , , , , ,000010,000300,000300, ,47.7830511111,-98.1864875,38,ND,0,10
222,17434.1*A,AIRPORT,2ND9,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,RENVILLE,ND,NORMA,BREKHUS FLD,PR,PR,"NORMA, ND 58766",1850,BILLINGS,07,NE, , , , , , , , ,N,003,001, , , , , , , , , , ,48.8166883333,-101.9171080556,38,ND,0,10
119,17351.02*A,AIRPORT,NA61,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,BILLINGS,ND,GRASSY BUTTE,TACHENKO STRIP,PR,PR,"GRASSY BUTTE, ND 58634",2686,BILLINGS,06,SE,07/1982, , , , , , , ,N,001, , , , , , , , , , , ,47.2955705556,-103.1887963889,38,ND,0,10
269,17468.*A,AIRPORT,ND62,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,STARK,ND,TAYLOR,BRANDS,PR,PR,"TAYLOR, ND 58656-6624",2423,BILLINGS,03,SW, , , , , , , , ,N, , , , , , , , , , , , ,46.8483397222,-102.4579558333,38,ND,0,10
291,17486.*A,AIRPORT,5C8,01/18/2007,AGL,BIS,ND,NORTH DAKOTA,MC LEAN,ND,WASHBURN,WASHBURN MUNI,PU,PU,"WASHBURN, ND 58577",1905,BILLINGS,04,N, , ,N,N,N,N,Y, ,N,006,001, , , , , , ,000048,000700,000400,000100,47.353049999999996,-101.0273680556,38,ND,0,10
